tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais
COLISÃO COM CICLISTA;FINALIZADA;2018-06-25;6:50:00;BOA VISTA;AV GOVERNADOR CARLOS DE LIMA CAVALCANTI;75;E/F AO EDF. QUATRO DE OUTUBRO;COLISÃO COM CICLISTA;COM UMA VÍTIMA;;;;1;;;;;;1;
COLISÃO;CANCELADA;2018-06-25;7:18:00;DOIS IRMÃOS;RUA RIBEIRO PESSOA;;APOS A FABRICA  PINTO  FORMOSO  SENTIDO  RURAL;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;
COLISÃO;CANCELADA;2018-06-25;7:54:00;AFOGADOS;RUA COSME VIANA;1281;EM FRENTE A TUPAN;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-25;8:14:00;BOA VISTA;RUA DA AURORA;;EM FRENTE  AOS  CORREIOS;COLISÃO;COLISÃO  SEM VITIMAS   BT  JOSIAS  QTH;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-25;8:37:00;BOA VIAGEM;RUA WALDEMAR NERY CARNEIRO MONTEIRO;;CRUZ  COM A  RUA  COPAGABAMA   EM FRENTE A  PADARIA  SETUBAL;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;8:53:00;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;;NO SEMÁFORO 585;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-25;8:57:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;PROX A  LOCALIZA    SENTIDO  PRAZERES   EM BAIXO  DA PASSARELA  DO AEROPORTO;COLISÃO;COLISÃO COM VITIMA SOCORRIDO  PELOS  OS BOMBEIROS;1;1;;;;;;;;2;
COLISÃO;FINALIZADA;2018-06-25;9:17:00;MADALENA;RUA PROFESSOR BENEDITO MONTEIRO;;COM A RUA BENFICA, EM FRENTE AO INTERNACIONAL;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;9:27:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;SENTIDO  BOA VIAGEM  EM FRENTE AO COLEGIO  BARBOSA  LIMA;COLISÃO;COLISÃO SEM VITIMAS   GM   FARIAS   ADALBERTO  QTH;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-25;10:34:00;IMBIRIBEIRA;RUA AUGUSTO CALHEIROS;62;EM FRENTE AO GREMURB;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;10:52:00;AREIAS;AV DR JOSE RUFINO;742;EM FRENTE A SOCORRO DOCES E SALGADOS;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;11:37:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SENTIDO  CIDADE  EM FRENTE  A  CONCESSIONARIA  TOYOLEX;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-25;11:38:00;SANTO AMARO;RUA COELHO LEITE;;E/F A FACULDADE DE ODONTOLOGIA;COLISÃO;SEM VÍTIMAS;;1;;;;;;1;;0;
ENGAVETAMENTO;FINALIZADA;2018-06-25;12:01:00;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;789;EM FRENTE AO COLEGIO SANTOS DUMONT;ENGAVETAMENTO;COLISÃO SEM VÍTIMA;4;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;12:26:00;SÃO JOSÉ;AV DANTAS BARRETO;;CRUZAMENTO COM A RUA JOÃO SOUTO MAIOR;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-25;12:50:00;BREJO DE BEBERIBE;AV VEREADOR OTACILIO AZEVEDO;;EM FRENTE A UPA, SENTIDO DOIS UNIDOS;COLISÃO;AUTO E CAMINHAO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-25;13:32:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE A UPE/ SENTIDO OLINDA;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-25;13:41:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;EM FRENTE AO HOTEL AEROPORTO/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;3;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-25;14:25:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2305;EM FRENTE A CARROCERIAS PROGRESSO, SENTIDO AFOGADOS;COLISÃO;AUTO E CAMINHAO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-25;14:28:00;TEJIPIÓ;AV DR JOSE RUFINO;2905;AO LADO DA ESTAÇÃO DO METRO DE TEJIPIO;COLISÃO;COLISAO ENTRE CAMINHAO E DOIS AUTOS S/V;2;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-25;15:06:00;ESTÂNCIA;AV RECIFE;;EM FRENTE AO SAL E BRASA;COLISÃO;03 AUTO PASSEIOS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;15:13:00;CIDADE UNIVERSITÁRIA;RUA PROFESSOR ANTONIO COELHO;;EM FRENTE AO COLEGIO PONTUAL;COLISÃO;AUTO E ONIBUS DA BORBOREMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-25;15:53:00;JARDIM SÃO PAULO;AV RECIFE;5536;EM FRENTE A EMPRESA SN DISTRIBUIDORA/ SENTIDO CAXANGA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;16:32:00;ESPINHEIRO;RUA DA HORA;772;EM FRENTE AO VIP SAUDE;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-25;18:09:00;BOA VIAGEM;RUA TENENTE DOMINGOS DE BRITO;147;NA SAÍDA DO SHOPPING RECIFE / ESQUINA COM A R JORGE COUCEIRO DA COSTA EIRAS / E/F A IGREJA FONTE DA VIDA;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-25;18:47:00;PINA;AV HERCULANO BANDEIRA;;CRUZ COM A AV CONS AGUIAR / SEMÁFORO 138;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;19:08:00;ESPINHEIRO;RUA DA HORA;;CRUZAMENTO COM  AV CONS. ROSA E SILVA  DEPOIS DO CLUB PORTUGUES;COLISÃO;ONIBUS X PALIO;1;;;;;1;;;;0;
COLISÃO COM CICLISTA;CANCELADA;2018-06-25;19:13:00;CABANGA;PTE GOVERNADOR PAULO GUERRA;1253;E/F A COMPESA, SNT SHOPPING RIO MAR;COLISÃO COM CICLISTA;ENTRE AUTO E CICLISTA. C/V;1;;;1;;;;;;1;
ENGAVETAMENTO;FINALIZADA;2018-06-25;19:34:00;ESTÂNCIA;AV RECIFE;;E/F AO WALMART / PRÓX AO MAKRO E RESID IGNEZ ANDREAZZA;ENGAVETAMENTO;ENTRE 3 AUTOS. S/V;3;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-25;21:05:00;BOA VISTA;RUA PADRE INGLES;300;ENF A FACULDADE UNIBRA NA BOA VISTA;COLISÃO;PALIO X FLUENCE;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-25;21:27:00;IBURA;AV DOIS RIOS;;CRUZ COM R DOM HELDER CÂMERA - SEMÁFORO 518 / E/F AO POSTO MAIS;COLISÃO;ENTRE 2  AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-25;21:37:00;IPSEP;RUA ITANAGE;77;E/F A ODONTO UP E PRÓX A MASTER - AR;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
CHOQUE;FINALIZADA;2018-06-26;2:15:00;ENGENHO DO MEIO;RUA MANUEL ALVES DEUSDARA;;EM FRENTE A PRAÇA DO ENGENHO DO MEIO;CHOQUE;VIATURA DA POLÍCIA MILITAR CHOCOU-SE CONTRA UMA ÁRVORE;1;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;7:18:00;AFOGADOS;RUA COSME VIANA;;EM FRENTE A CONCESSIONARIA  IMBIRIBEIRA  VEICULOS  SENTIDO  CIDADE;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;7:47:00;BEBERIBE;AV BEBERIBE;;SEMAFORO 307  / SENT SUB;COLISÃO;ONIBUS E AUTO PASSEIO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-26;8:53:00;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;1145;E/F A LOCALIZA;COLISÃO;SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;9:37:00;PINA;AV ANTONIO DE GOES;;EM FRENTE  AO  DNIT;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-26;9:42:00;BOA VISTA;RUA BISPO CARDOSO AYRES;;E/F  A FACULDADE ESUDA;COLISÃO;SEM VÍTIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;9:42:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;2154;EM FRENTE A PADARIA  DIPLOMATA;COLISÃO;COLISÃO  SEM VITIMAS;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-26;11:10:00;BOA VIAGEM;RUA PROFESSOR JULIO FERREIRA DE MELO;;COM A PADRE CARAPUCEIRO /  ESQ COM O COLEGIO MOTIVO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;12:16:00;TAMARINEIRA;RUA GUIMARAES PEIXOTO;434;EM FRENTE A MORADA JOÃO DA MATTA;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-26;12:33:00;AFOGADOS;RUA COSME VIANA;157;EM FRENTE A IMPERIO DAS MOTOS;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-26;12:49:00;IMBIRIBEIRA;RUA PAMPULHA;160;EM FRENTE AO BIFE CASA BRANCA;COLISÃO;AUTO E CAMINHAO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-26;12:59:00;AFLITOS;RUA CONS PORTELA;;E/F AO POSTO TOTAL;COLISÃO;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;13:19:00;TAMARINEIRA;AV NORTE;;COM RUA CONEGO BARATA NO SEMAFORO 062 E/F A IGREJA CONGREGACIONAL EM TAMARINEIRA S/T CID;COLISÃO;COLISAO ENTRE AUTO MOTO E ONIBUS S/V;1;1;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-26;13:31:00;IBURA;AV DOIS RIOS;453;EM FRENTE A IGREJA DOS MORMONS, IBURA DE BAIXO;COLISÃO;DUAS MOTOS;;2;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;13:42:00;BOA VISTA;PRC DO DERBY;;E/F A PRAÇA DO DERBY S/T OLINDA NO SEMAFORO 075;COLISÃO;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;13:44:00;AFOGADOS;RUA JOAO CARLOS GUIMARAES;266;AO LADO DO BRADESCO;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;13:45:00;CAXANGÁ;AV CAXANGA;;LADO OPOSTO DA UPA/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-26;14:50:00;PINA;AV ANTONIO DE GOES;500;APOS O JCPM, EM FRENTE A AGENCIA DETROIT CAR;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;14:50:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2423;EM FRENTE A CONCESSIONARIA PORSCHE/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;15:20:00;TAMARINEIRA;RUA JOSE CARVALHEIRA;100;EM FRENTE AO EMPRESARIAL JOSE CARVALHEIRA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;15:23:00;IMBIRIBEIRA;RUA CONEGO LIRA;61;POR TRAS DA BATERIAS MOURA DA MASCARENHAS;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;
ENGAVETAMENTO;FINALIZADA;2018-06-26;15:36:00;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;1314;EM FRENTE AO MERCADO NOVO TEMPO;ENGAVETAMENTO;UM ONIBUS E DOIS AUTOS;2;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-26;16:48:00;SANTO AMARO;AV NORTE;;EM RENTE A TV UNIVERSITARIA, SENTIDO CID/SUB;COLISÃO;AUTO E MOTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-26;17:21:00;PINA;AV ANTONIO DE GOES;306;EM FRENTE A CENTRAL DE RODAS, E A SULAMERICA;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;17:57:00;BOA VISTA;PRC PARQUE AMORIM;;ENF AO ESTACIONAMENTO DO WALMART E ANTIGA BIG BEM;COLISÃO;HB 20 X ARGO FIAT;2;;;;;;;;;0;
TOMBAMENTO;FINALIZADA;2018-06-26;17:56:00;CAXANGÁ;AV CAXANGA;;EM FRENTE AO BANCO SANTANDER. VIA DO MEIO. SENTIDO CIDADE;TOMBAMENTO;COM VÍTIMA;;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-26;18:00:00;SANTO AMARO;AV NORTE;;APÓS A PRAÇA DA PICANHA E KIA, SNT CIDADE / NA SUBIDA DO VIADUTO;COLISÃO;ENTRE ÔNIBUS E AUTO PASSEIO. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-26;18:24:00;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;875;CRUZAMENTO COM RUA ENGENHEIRO JOSE BRANDAO CAVALCANTE  ENF A PADARIA PAO E MASSA;COLISÃO;HONDA CIT X CAMINHONETA F 1000;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;18:53:00;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;"SENTIDO OLINDA NA DESCIDA DO VIADUTO ENF ; AO HOSPITAL PORTUGUES VIA PRINCIPAL";COLISÃO;MOTO X COROLA;1;1;;;;;;;;1;
COLISÃO;CANCELADA;2018-06-26;19:09:00;IPSEP;RUA JEAN EMILE FAVRE;S/N;NA PRC DA MAURICEIA PROX A FACULDADE DE BOA VIAGEM;COLISÃO;DOIS AUTO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;19:48:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;E/F AO MINISTÉRIO DO TRABALHO, SNT AEROPORTO;COLISÃO;ENTRE ÔNIBUS E AUTO PASSEIO. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-26;20:22:00;SÃO JOSÉ;RUA IMPERIAL;1600;CRUZAMENTO COM A RUA LOURENÇO DE SÁ ENF: A JUCEPE;COLISÃO;GOL X JAC;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;21:32:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;EMBAIXO DO VIADUTO JOAO DE BARROS SENTIDO CIDADE;COLISÃO;DOIS AUTOS  OBS:: VT 18 DA CTTU ESTA NO LOCAL;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-26;22:52:00;SÃO JOSÉ;RUA IMPERIAL;XX;CRUZAMENTO COM A RUA BONSUCESSO;COLISÃO;AUTO E MOTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-26;23:35:00;BOA VIAGEM;AV ARMINDO MOURA;7074;PRÓX AO SEGUNDO COMANDO AÉREO MILITAR , ESQUINA COM AV BV;COLISÃO;ENTRE ÔNIBUS E AUTO PASSEIO. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-27;6:43:00;SANTO AMARO;AV CRUZ CABUGA;;E/F A COMPESA, SENTIDO CIDADE. SEMÁFORO 344;COLISÃO;SEM VÍTIMAS.;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-27;7:26:00;MADALENA;RUA JOSE BONIFACIO;851;E/F A HONDA, SENTIDO CASA FORTE. SEMÁFORO 301;COLISÃO;COM DUAS VÍTIMAS.;1;;1;;;;;;;2;
COLISÃO;FINALIZADA;2018-06-27;7:32:00;ESTÂNCIA;AV DR JOSE RUFINO;;A 200M DO COLEGIO DECISÃO;COLISÃO;COLISÃO SEM VÍTIMA;;2;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;7:44:00;CAMPO GRANDE;AV CORREIA DE BRITO;169;EM FRENTE  PLINIO CONSTRUTORA;COLISÃO;AUTO PASSEIO E CAMINHAO;1;;;;;;1;;;0;
;FINALIZADA;2018-06-27;8:12:00;CASA AMARELA;RUA CASA AMARELA;51;LARGO DE CASA AMARELA;;;1;;;;1;;;;;1;
COLISÃO;FINALIZADA;2018-06-27;8:51:00;SÃO JOSÉ;RUA FLORIANO PEIXOTO;;E/F AO BRADESCO;COLISÃO;SEM VÍTIMAS. BATEDORES NO LOCAL. (MT 33 MT 34);1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-27;8:53:00;ENCRUZILHADA;AV NORTE;2326;EM FRENTE AO BANCO DO BRASIL, SENT. SUB.;COLISÃO;DOIS ONIBUS;;;;;;2;;;;0;
COLISÃO;FINALIZADA;2018-06-27;9:07:00;AFLITOS;RUA CAPITAO SAMPAIO XAVIER;392;EM FRENTE AO ARMAZEM QUATRO CAMPOS;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-27;9:29:00;GRAÇAS;RUA AMELIA;373;EM  FRENTE A GALERIA GRAÇA CENTER;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-27;9:41:00;VÁRZEA;RUA ACADEMICO HELIO RAMOS;473;EM FRENTE AO LEOCAR;COLISÃO;MOTO E ONIBUS;;1;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-27;9:50:00;PINA;RUA JOSE MARIANO FILHO;338;AO LADO DA SULAMERICA;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;9:56:00;BONGI;RUA SANTA EDWIRGES;539;E/F AO GALPÃO;COLISÃO;SEM VÍTIMAS.;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-27;10:24:00;ENCRUZILHADA;AV BEBERIBE;;SEMAFORO  186  / SENT SUB /  EM FRENTE A DROGAGIL;COLISÃO;CAMINHAO E AUTO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-27;10:35:00;JAQUEIRA;RUA DEPUTADO PEDRO PIRES FERREIRA;913;EM FRENTE A GALERIA JAQUEIRA PARK  CENTER;COLISÃO;MOTO E AUTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-27;10:44:00;BOA VIAGEM;RUA PROFESSOR EDUARDO WANDERLEY FILHO;242;E/F AO ESTUDIO BOA VIAGEM;COLISÃO;SEM VÍTIMAS.;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-27;10:54:00;VASCO DA GAMA;RUA VASCO DA GAMA;34;EM FRENTE AO POSTO DE GASOLINA DESTAIVADO, PROX. A FARMACIA POPULAR;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;10:55:00;AREIAS;AV DR JOSE RUFINO;;NO SEMÁFORO 044;COLISÃO;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;CANCELADA;2018-06-27;11:58:00;ENCRUZILHADA;AV NORTE;;EM FRENTE AO EXTRA BOM;COLISÃO;COLISÃO ENTRE AUTO E MOTO SEM VÍTIMA;;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-27;12:35:00;PINA;AVENIDA CELSO FURTADO (VIA MANGUE);;NA DESCIDA DO VIADUTO PROX AO SHOPPING RECIFE;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;12:35:00;ILHA DO RETIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;EM FRENTE AO CLUB DO SPORT, SENTIDO AGAMENON;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;12:39:00;JARDIM SÃO PAULO;AV RECIFE;;SEMAFORO 259, EM FRENTE A DIVEPE, SENTIDO AEROPORTO;COLISÃO;TRES AUTOS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;12:43:00;VÁRZEA;RUA RORAIMA;102;UNIDADE DA FAMILIA PROFESSOR AMAURY DE MEDEIROS;COLISÃO;ONIBUS E AUTOS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-27;13:39:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SEMAFORO 276/EM FRENTE AVANCIA EMPRESA;COLISÃO;TRES AUTOS E UMA MOTO;3;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;13:50:00;DOIS IRMÃOS;EST DOS PINTOS;225;PROX A UNIVERSIDADE RURAL;COLISÃO;COLISAO ENTRE TRES AUTOS S/V;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;14:12:00;CASA AMARELA;RUA PADRE LEMOS;;E/F AO SUPERMERCADO CANELA;COLISÃO;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;
ENGAVETAMENTO;FINALIZADA;2018-06-27;14:36:00;BAIRRO DO RECIFE;PTE DO LIMOEIRO;;NA DESCIDA DA PONTE SENTIDO CENTRO;ENGAVETAMENTO;UM CAMINHAO E TRES AUTOS;3;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-27;15:09:00;BOA VIAGEM;RUA DEZ DE JULHO;115;CRUZAMENTO COM RUA CAMBUI;COLISÃO;TRES AUTOS;;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;15:13:00;MADALENA;EST DOS REMEDIOS;;PROXIMO AO SEMAFORO 353( em frente ao hospital lessa de andrade);COLISÃO;DOIS AUTO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-27;18:18:00;SANTO AMARO;AV NORTE;;SEMÁFORO 463 - CRUZ COM A RUA VINTE E QUATRO DE AGOSTO;COLISÃO;ENTRE AUTO E ÔNIBUS. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-27;18:26:00;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;;SEMAFORO 329 CRUZAMENTO COM A RUA PROF. JOAO MEDEIROS;COLISÃO;HB 20 X VOYAGE;2;;;;;;;;;0;
COLISÃO COM CICLISTA;CANCELADA;2018-06-27;18:41:00;AFOGADOS;RUA COSME VIANA;86;SEMAFORO 553  // ENF A FLAVIO MOTOS E RECIFE RODAS;COLISÃO COM CICLISTA;MOTO X BICICLETA;;1;;1;;;;;;0;
ATROPELAMENTO;FINALIZADA;2018-06-27;19:40:00;BOA VISTA;AV CONDE DA BOA VISTA;1526;PRÓX A C&A E E/F A IGREJA PRESBITERIANA DA BOA VISTA;ATROPELAMENTO;"PEDESTRE X AUTO. C;/V";1;;;;1;;;;;1;
COLISÃO;FINALIZADA;2018-06-27;19:43:00;ESTÂNCIA;AV RECIFE;5516;SENTIDO CEASA  EM CIMA DO PONTILHAO DO METRO;COLISÃO;S10 X RENO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;19:48:00;SANTO AMARO;AV NORTE;;AO LADO DO POSTO ALVORADA, SNT GRAÇAS;COLISÃO;ENTRE MOTO E AUTO. S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;20:02:00;IPSEP;AV RECIFE;;PROX AO POSTO SHELL NA SAIDA DO IBURA SEMAFORO 055;COLISÃO;GOL X PRISMA TAXI;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-27;21:15:00;CASA AMARELA;RUA DA HARMONIA;700;CRUZANDO A R CONS NABUCO/ PROXIMIDADES DA FARMÁCIA INDEPENDENTE E COLÉGIO APOIO;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-28;6:17:00;ENGENHO DO MEIO;RUA ANTONIO CURADO;181;RESIDENCIA  EM FRENTE  AO  CONDOMINIO PRAÇA DAS  AVENCAS;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-28;6:19:00;BOA VISTA;AV VISCONDE DE SUASSUNA;;AO LADO DA CAIXA ECONOMICA, SEMÁFORO 032;COLISÃO;COM DUAS VÍTIMAS SOCORRIDAS PELOS BOMBEIROS;;;;;;1;1;;;2;
COLISÃO;FINALIZADA;2018-06-28;7:48:00;IPSEP;AV RECIFE;;SEMAFORO 247  /  SENT  BOA VIAGEM;COLISÃO;MOTO E AUTO PASSEIO;1;1;;;;;;;;1;
COLISÃO;CANCELADA;2018-06-28;8:12:00;BOA VISTA;RUA DO PRINCIPE;736;APOS O CERPE;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-28;8:12:00;PINA;AV HERCULANO BANDEIRA;;EM BAIXO DO SEMAFORO  138;COLISÃO;COLISÃO SEM VITIMAS   JOÃO RICARDO  QTH;1;;;;;1;;;;0;
ACID. DE PERCURSO;FINALIZADA;2018-06-28;8:50:00;CAXANGÁ;AV CAXANGA;;LADO OPOSTO AO PARQUE DE EXPOSIÇÃO - SENTIDO CENTRO;ACID. DE PERCURSO;;;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-28;8:56:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SENTIDO  AFOGADOS  AO LADO  DA  LOCALIZA;COLISÃO;COLISÃO  COM VITIMA A ESPERA  DO  SAMU;2;;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-28;9:06:00;CORDEIRO;RUA CLAUDIO BROTHERHOOD;275;AO LADO DO DEPOSITO BETO BEBIDAS;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-28;9:09:00;GRAÇAS;RUA ALBERTO PAIVA;;EM FRENTE  AO MUSEU  DO  ESTADO  DE PERNAMBUCO;COLISÃO;COLISÃO SEM  VITIMAS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-28;11:07:00;BOA VISTA;AV JOAO DE BARROS;25;EM FRENTE AO NUCE;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
